1.1467 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
4.0709 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1680, 1050]. Using actual size
4.7337 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f001de696a0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f0014383310>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1680, 1050]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.7342 	EXP 	window1: mouseVisible = True
4.7383 	EXP 	window1: mouseVisible = False
4.7384 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
4.7384 	EXP 	window1: recordFrameIntervals = False
4.8992 	EXP 	window1: recordFrameIntervals = True
5.0835 	EXP 	Screen (0) actual frame rate measured at 59.83Hz
5.0837 	EXP 	window1: recordFrameIntervals = False
6.5408 	EXP 	window1: mouseVisible = True
6.5630 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=0, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=None, lineColor=None, markerColor=None, name='slider', opacity=None, ori=0.0, pos=array([ 0. , -0.4]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style='rating', styleTweaks=[], ticks=array([1, 2, 3, 4, 5]), units='height', win=Window(...))
6.5664 	EXP 	window1: mouseVisible = True
6.5887 	EXP 	Created slider_2 = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-1, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=None, lineColor=None, markerColor=None, name='slider_2', opacity=None, ori=0.0, pos=array([ 0. , -0.4]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style='rating', styleTweaks=[], ticks=array([1, 2, 3, 4, 5]), units='height', win=Window(...))
6.7268 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Any text\n\nincluding line breaks', units='height', win=Window(...), wrapWidth=1)
6.7319 	EXP 	Created car = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('left', 'top'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image=str(...), interpolate=False, mask=None, maskParams=None, name='car', opacity=1.0, ori=0.0, pos=array([1., 0.]), size=array([0.05142857, 0.02095238]), texRes=128, units='height', win=Window(...))
6.7325 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
6.7327 	EXP 	New trial (rep=0, index=0): None
6.7491 	EXP 	slider: autoLog = True
6.7491 	EXP 	slider: markerPos = None
6.7491 	EXP 	slider: styleTweaks = []
6.7491 	EXP 	slider: styleTweaks = []
6.7491 	EXP 	slider: styleTweaks = []
6.7491 	EXP 	slider: styleTweaks = []
6.7491 	EXP 	slider: contrast = 1.0
6.7491 	EXP 	slider: autoLog = True
6.7491 	EXP 	slider_2: autoLog = True
6.7491 	EXP 	slider_2: markerPos = None
6.7491 	EXP 	slider_2: styleTweaks = []
6.7491 	EXP 	slider_2: styleTweaks = []
6.7491 	EXP 	slider_2: styleTweaks = []
6.7491 	EXP 	slider_2: styleTweaks = []
6.7491 	EXP 	slider_2: contrast = 1.0
6.7491 	EXP 	slider_2: autoLog = True
6.7491 	EXP 	textbox: autoLog = True
6.7491 	EXP 	slider: markerPos = None
6.7491 	EXP 	slider: markerPos = None
6.7491 	EXP 	slider_2: markerPos = None
6.7491 	EXP 	slider_2: markerPos = None
6.7491 	EXP 	car: autoDraw = True
6.7491 	EXP 	slider: autoDraw = True
6.7491 	EXP 	slider_2: autoDraw = True
6.7491 	EXP 	textbox: autoDraw = True
24.7492 	DATA 	Mouse: Left button down, pos=(830,120)
24.7664 	EXP 	slider: markerPos = 2.961904761904762
24.7664 	EXP 	slider_2: markerPos = 2.961904761904762
24.7930 	EXP 	slider: markerPos = 2.961904761904762
24.7930 	EXP 	slider_2: markerPos = 2.961904761904762
24.8124 	EXP 	slider: markerPos = 2.961904761904762
24.8124 	EXP 	slider_2: markerPos = 2.961904761904762
24.8243 	DATA 	Mouse:  Left button up, pos=(830,119)
24.8346 	EXP 	slider: markerPos = 2.961904761904762
24.8346 	EXP 	slider_2: markerPos = 2.961904761904762
24.8398 	EXP 	New trial (rep=1, index=0): None
24.8603 	EXP 	slider: autoDraw = False
24.8603 	EXP 	slider_2: autoDraw = False
24.8603 	EXP 	textbox: autoDraw = False
24.8603 	EXP 	text: autoDraw = False
24.8603 	EXP 	car: autoDraw = False
24.8603 	EXP 	slider: markerPos = None
24.8603 	EXP 	slider: markerPos = None
24.8603 	EXP 	slider_2: markerPos = None
24.8603 	EXP 	slider_2: markerPos = None
24.8603 	EXP 	car: autoDraw = True
24.8603 	EXP 	slider: autoDraw = True
24.8603 	EXP 	slider_2: autoDraw = True
