1.2735 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
13.7400 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1680, 1050]. Using actual size
14.4136 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7f16291766a0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7f16200b94c0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1680, 1050]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
14.4141 	EXP 	window1: mouseVisible = True
14.4255 	EXP 	window1: mouseVisible = False
14.4256 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
14.4257 	EXP 	window1: recordFrameIntervals = False
14.5792 	EXP 	window1: recordFrameIntervals = True
14.7672 	EXP 	Screen (0) actual frame rate measured at 59.88Hz
14.7673 	EXP 	window1: recordFrameIntervals = False
16.2287 	EXP 	window1: mouseVisible = True
16.2433 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=0, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=None, lineColor=None, markerColor=None, name='slider', opacity=None, ori=0.0, pos=array([ 0. , -0.4]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style='rating', styleTweaks=[], ticks=array([1, 2, 3, 4, 5]), units='height', win=Window(...))
16.2455 	EXP 	window1: mouseVisible = True
16.2621 	EXP 	Created slider_2 = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-1, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=None, lineColor=None, markerColor=None, name='slider_2', opacity=None, ori=0.0, pos=array([ 0. , -0.4]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style='rating', styleTweaks=[], ticks=array([1, 2, 3, 4, 5]), units='height', win=Window(...))
16.4016 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Any text\n\nincluding line breaks', units='height', win=Window(...), wrapWidth=1)
16.4086 	EXP 	Created car = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('left', 'top'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image=str(...), interpolate=False, mask=None, maskParams=None, name='car', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.05142857, 0.02095238]), texRes=128, units='height', win=Window(...))
16.4094 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
16.4097 	EXP 	New trial (rep=0, index=0): None
66.7147 	DATA 	Keypress: lalt
66.7270 	EXP 	slider: autoLog = True
66.7270 	EXP 	slider: markerPos = None
66.7270 	EXP 	slider: styleTweaks = []
66.7270 	EXP 	slider: styleTweaks = []
66.7270 	EXP 	slider: styleTweaks = []
66.7270 	EXP 	slider: styleTweaks = []
66.7270 	EXP 	slider: contrast = 1.0
66.7270 	EXP 	slider: autoLog = True
66.7270 	EXP 	slider_2: autoLog = True
66.7270 	EXP 	slider_2: markerPos = None
66.7270 	EXP 	slider_2: styleTweaks = []
66.7270 	EXP 	slider_2: styleTweaks = []
66.7270 	EXP 	slider_2: styleTweaks = []
66.7270 	EXP 	slider_2: styleTweaks = []
66.7270 	EXP 	slider_2: contrast = 1.0
66.7270 	EXP 	slider_2: autoLog = True
66.7270 	EXP 	textbox: autoLog = True
66.7270 	EXP 	slider: markerPos = None
66.7270 	EXP 	slider: markerPos = None
66.7270 	EXP 	slider_2: markerPos = None
66.7270 	EXP 	slider_2: markerPos = None
77.9407 	EXP 	car: autoDraw = True
77.9407 	EXP 	slider: autoDraw = True
77.9407 	EXP 	slider_2: autoDraw = True
77.9407 	EXP 	textbox: autoDraw = True
84.8372 	DATA 	Mouse: Left button down, pos=(842,102)
84.8612 	EXP 	slider: markerPos = 3.0076190476190474
84.8612 	EXP 	slider_2: markerPos = 3.0076190476190474
84.8829 	EXP 	slider: markerPos = 3.0076190476190474
84.8829 	EXP 	slider_2: markerPos = 3.0076190476190474
84.9038 	EXP 	slider: markerPos = 3.0076190476190474
84.9038 	EXP 	slider_2: markerPos = 3.0076190476190474
84.9235 	EXP 	slider: markerPos = 3.0076190476190474
84.9235 	EXP 	slider_2: markerPos = 3.0076190476190474
84.9245 	DATA 	Mouse:  Left button up, pos=(842,102)
84.9457 	EXP 	slider: markerPos = 3.0076190476190474
84.9457 	EXP 	slider_2: markerPos = 3.0076190476190474
84.9507 	EXP 	New trial (rep=1, index=0): None
96.4372 	EXP 	slider: autoDraw = False
96.4372 	EXP 	slider_2: autoDraw = False
96.4372 	EXP 	textbox: autoDraw = False
96.4372 	EXP 	text: autoDraw = False
96.4372 	EXP 	car: autoDraw = False
96.4372 	EXP 	slider: markerPos = None
96.4372 	EXP 	slider: markerPos = None
96.4372 	EXP 	slider_2: markerPos = None
96.4372 	EXP 	slider_2: markerPos = None
123.9600 	EXP 	car: autoDraw = True
123.9600 	EXP 	slider: autoDraw = True
123.9600 	EXP 	slider_2: autoDraw = True
123.9600 	EXP 	textbox: autoDraw = True
140.1057 	DATA 	Mouse: Left button down, pos=(852,107)
140.1318 	EXP 	slider: markerPos = 3.045714285714286
140.1318 	EXP 	slider_2: markerPos = 3.045714285714286
140.1521 	EXP 	slider: markerPos = 3.045714285714286
140.1521 	EXP 	slider_2: markerPos = 3.045714285714286
140.1732 	EXP 	slider: markerPos = 3.045714285714286
140.1732 	EXP 	slider_2: markerPos = 3.045714285714286
140.1992 	EXP 	slider: markerPos = 3.045714285714286
140.1992 	EXP 	slider_2: markerPos = 3.045714285714286
140.2210 	DATA 	Mouse:  Left button up, pos=(852,107)
140.2334 	EXP 	slider: markerPos = 3.045714285714286
140.2334 	EXP 	slider_2: markerPos = 3.045714285714286
140.2435 	EXP 	slider: autoDraw = False
140.2435 	EXP 	slider_2: autoDraw = False
140.2435 	EXP 	textbox: autoDraw = False
140.2435 	EXP 	text: autoDraw = False
140.2435 	EXP 	car: autoDraw = False
140.2582 	EXP 	window1: mouseVisible = True
