1.0343 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
3.7735 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1680, 1050]. Using actual size
4.3643 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fbebc2356a0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fbeb124f3a0>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1680, 1050]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.3648 	EXP 	window1: mouseVisible = True
4.3691 	EXP 	window1: mouseVisible = False
4.3692 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
4.3692 	EXP 	window1: recordFrameIntervals = False
4.5300 	EXP 	window1: recordFrameIntervals = True
4.7143 	EXP 	Screen (0) actual frame rate measured at 59.77Hz
4.7144 	EXP 	window1: recordFrameIntervals = False
6.1825 	EXP 	window1: mouseVisible = True
6.1960 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=0, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=None, lineColor=None, markerColor=None, name='slider', opacity=None, ori=0.0, pos=array([ 0. , -0.4]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style='rating', styleTweaks=[], ticks=array([1, 2, 3, 4, 5]), units='height', win=Window(...))
6.1982 	EXP 	window1: mouseVisible = True
6.2098 	EXP 	Created slider_2 = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-1, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=None, lineColor=None, markerColor=None, name='slider_2', opacity=None, ori=0.0, pos=array([ 0. , -0.4]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=None, style='rating', styleTweaks=[], ticks=array([1, 2, 3, 4, 5]), units='height', win=Window(...))
6.3370 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Any text\n\nincluding line breaks', units='height', win=Window(...), wrapWidth=1)
6.3423 	EXP 	Created car = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('left', 'top'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image=str(...), interpolate=False, mask=None, maskParams=None, name='car', opacity=1.0, ori=0.0, pos=array([0.5, 0. ]), size=array([0.05142857, 0.02095238]), texRes=128, units='height', win=Window(...))
6.3429 	EXP 	Created sequence: random, trialTypes=1, nReps=2, seed=None
6.3432 	EXP 	New trial (rep=0, index=0): None
6.3602 	EXP 	slider: autoLog = True
6.3602 	EXP 	slider: markerPos = None
6.3602 	EXP 	slider: styleTweaks = []
6.3602 	EXP 	slider: styleTweaks = []
6.3602 	EXP 	slider: styleTweaks = []
6.3602 	EXP 	slider: styleTweaks = []
6.3602 	EXP 	slider: contrast = 1.0
6.3602 	EXP 	slider: autoLog = True
6.3602 	EXP 	slider_2: autoLog = True
6.3602 	EXP 	slider_2: markerPos = None
6.3602 	EXP 	slider_2: styleTweaks = []
6.3602 	EXP 	slider_2: styleTweaks = []
6.3602 	EXP 	slider_2: styleTweaks = []
6.3602 	EXP 	slider_2: styleTweaks = []
6.3602 	EXP 	slider_2: contrast = 1.0
6.3602 	EXP 	slider_2: autoLog = True
6.3602 	EXP 	textbox: autoLog = True
6.3602 	EXP 	slider: markerPos = None
6.3602 	EXP 	slider: markerPos = None
6.3602 	EXP 	slider_2: markerPos = None
6.3602 	EXP 	slider_2: markerPos = None
6.3602 	EXP 	car: autoDraw = True
6.3602 	EXP 	slider: autoDraw = True
6.3602 	EXP 	slider_2: autoDraw = True
6.3602 	EXP 	textbox: autoDraw = True
50.4058 	DATA 	Mouse: Left button down, pos=(840,98)
50.4265 	EXP 	slider: markerPos = 3.0
50.4265 	EXP 	slider_2: markerPos = 3.0
50.4491 	EXP 	slider: markerPos = 3.0
50.4491 	EXP 	slider_2: markerPos = 3.0
50.4715 	EXP 	slider: markerPos = 3.0
50.4715 	EXP 	slider_2: markerPos = 3.0
50.4970 	EXP 	slider: markerPos = 3.0
50.4970 	EXP 	slider_2: markerPos = 3.0
50.4986 	DATA 	Mouse:  Left button up, pos=(840,98)
50.5344 	EXP 	slider: markerPos = 3.0
50.5344 	EXP 	slider_2: markerPos = 3.0
50.5368 	EXP 	New trial (rep=1, index=0): None
50.5533 	EXP 	slider: autoDraw = False
50.5533 	EXP 	slider_2: autoDraw = False
50.5533 	EXP 	textbox: autoDraw = False
50.5533 	EXP 	text: autoDraw = False
50.5533 	EXP 	car: autoDraw = False
50.5533 	EXP 	slider: markerPos = None
50.5533 	EXP 	slider: markerPos = None
50.5533 	EXP 	slider_2: markerPos = None
50.5533 	EXP 	slider_2: markerPos = None
